,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS,Full HD,Quad HD+,4K Ultra HD,Retina Display,ppi,SSD,HDD,Flash,Hybrid,CPU Brand,AMD,Nvidia
369,HP,Ultrabook,8,Intel,Windows,1.36,93240.0,0,1,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,other,other
370,Asus,2 in 1 Convertible,12,Nvidia,Windows,2.26,58554.72,1,0,1,0,0,0,141.21199808219862,512.0,2048.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GT 940MX
371,Acer,Notebook,4,AMD,Windows,2.1,22697.28,0,0,0,0,0,0,100.45466986113651,128.0,0.0,0.0,0.0,AMD,AMD Radeon R5,other
372,Asus,Gaming,16,AMD,Windows,3.25,117162.72,0,1,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,AMD,AMD Radeon RX 580,other
373,Lenovo,Notebook,4,AMD,Windows,2.6,26053.92,0,0,0,0,0,0,106.11306214269258,128.0,0.0,0.0,0.0,AMD,AMD Radeon R5,other
374,Dell,2 in 1 Convertible,8,Intel,Windows,1.62,46300.85279999999,1,0,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,other,other
375,HP,Notebook,4,AMD,Windows,1.91,26053.3872,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,AMD,AMD Radeon R5,other
376,Lenovo,Netbook,4,Intel,Windows,1.59,29463.84,0,1,0,0,0,0,135.0942111925629,128.0,0.0,0.0,0.0,Intel Celeron,other,other
377,Dell,Notebook,4,Intel,Windows,1.8,16463.52,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Celeron,other,other
378,Asus,Notebook,4,Intel,Windows,1.5,15238.08,0,0,0,0,0,0,111.93520355955211,0.0,0.0,32.0,0.0,Intel Celeron,other,other
379,Acer,Notebook,8,Nvidia,Linux/Android/others,2.4,45074.88,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
380,HP,Gaming,8,Nvidia,Windows,3.35,63456.48,0,1,1,0,0,0,127.33567457123111,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
381,Lenovo,Notebook,4,Intel,Linux/Android/others,1.85,21498.48,0,0,1,0,0,0,141.21199808219862,128.0,0.0,0.0,0.0,Intel Core i3,other,other
382,Asus,Gaming,8,Nvidia,Windows,2.3,88178.4,0,1,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1060
383,Lenovo,Notebook,8,Nvidia,Windows,1.5,58554.72,0,1,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce 940MX
384,Asus,Ultrabook,16,Intel,Windows,1.1,93181.392,1,0,1,0,0,0,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,other,other
385,Lenovo,Ultrabook,8,Intel,Windows,1.13,121584.96,0,1,0,0,0,0,209.8006828649808,512.0,0.0,0.0,0.0,Intel Core i7,other,other
386,Lenovo,Notebook,4,Intel,Windows,1.5,29250.72,0,1,1,0,0,0,165.6321180513006,128.0,0.0,0.0,0.0,Intel Core i3,other,other
387,Dell,Workstation,8,AMD,Windows,2.23,72940.31999999999,0,0,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,AMD FirePro W5130M,other
388,Dell,Workstation,8,Nvidia,Windows,2.0,113752.8,0,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M1200
389,Lenovo,2 in 1 Convertible,16,Intel,Windows,1.42,133679.52,1,0,0,0,0,0,209.8006828649808,512.0,0.0,0.0,0.0,Intel Core i7,other,other
390,Asus,Gaming,8,Nvidia,Windows,3.0,55357.92,0,0,1,0,0,0,127.33567457123111,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
391,Asus,Gaming,16,Nvidia,Windows,3.0,84768.48,0,0,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050 Ti
392,Acer,Notebook,12,Nvidia,Windows,2.2,36975.7872,0,1,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce MX130
393,MSI,Gaming,8,Nvidia,Windows,2.7,71874.72,0,0,1,0,0,0,127.33567457123111,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050 Ti
394,Dell,Notebook,8,AMD,Linux/Android/others,2.33,41498.1936,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,AMD Radeon R7 M445,other
395,HP,Ultrabook,4,AMD,Windows,1.91,26586.72,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,AMD,AMD Radeon 520,other
396,Lenovo,Notebook,8,AMD,Windows,2.1,65510.9568,0,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,AMD Radeon RX 550,other
397,Lenovo,Notebook,8,Intel,Windows,1.9,49976.64,0,1,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
398,Dell,Workstation,8,Nvidia,Windows,1.78,144495.36,1,0,0,0,1,0,282.42399616439724,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M1200
399,Lenovo,Ultrabook,16,Intel,Windows,1.13,139860.0,0,1,0,0,0,0,209.8006828649808,1024.0,0.0,0.0,0.0,Intel Core i7,other,other
400,Lenovo,Notebook,4,Intel,Windows,2.2,16303.68,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Celeron,other,other
401,Asus,Gaming,16,Nvidia,Windows,2.9,81465.12,0,0,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
402,Lenovo,Notebook,8,AMD,Windows,2.1,60978.96,0,1,1,0,0,0,141.21199808219862,256.0,1024.0,0.0,0.0,Intel Core i5,AMD Radeon RX 550,other
403,Acer,Notebook,8,Nvidia,Linux/Android/others,2.5,46833.12,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
404,MSI,Gaming,16,Nvidia,Windows,2.8,119826.72,0,0,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
405,Asus,Ultrabook,8,Intel,Windows,1.1,99793.44,0,0,1,0,0,0,157.3505121487356,512.0,0.0,0.0,0.0,Intel Core i7,other,other
406,Toshiba,Ultrabook,16,Intel,Windows,1.2,93080.16,0,0,1,0,0,0,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,other,other
407,Dell,Ultrabook,8,Intel,Windows,1.36,89510.4,0,0,1,0,0,0,157.3505121487356,512.0,0.0,0.0,0.0,Intel Core i7,other,other
408,Lenovo,Notebook,4,Intel,Windows,2.2,21791.52,0,0,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i3,other,other
409,Lenovo,Notebook,2,Intel,Windows,1.15,16221.096,0,0,0,0,0,0,135.0942111925629,0.0,0.0,32.0,0.0,Intel Celeron,other,other
410,Lenovo,Workstation,8,Nvidia,Windows,2.67,102564.0,0,0,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M1200
411,Lenovo,Ultrabook,8,Nvidia,Windows,1.7,103523.04,0,1,1,0,0,0,209.8006828649808,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GT 940MX
412,HP,Notebook,4,AMD,Windows,2.1,24988.32,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i3,AMD Radeon 520,other
413,Acer,2 in 1 Convertible,8,Intel,Windows,1.6,42038.4528,1,1,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,other,other
414,Asus,2 in 1 Convertible,8,Intel,Windows,1.27,49443.84,1,1,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,other,other
415,Dell,Notebook,4,AMD,Linux/Android/others,2.3,31909.392,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,AMD Radeon R5 M430,other
416,Dell,Notebook,4,Intel,Windows,1.65,36709.92,0,0,0,0,0,0,117.82653006268643,128.0,0.0,0.0,0.0,Intel Core i3,other,other
417,HP,Ultrabook,8,Intel,Windows,1.43,79920.0,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,other,other
418,Dell,Notebook,8,Intel,Windows,2.14,28768.536,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
419,Lenovo,Ultrabook,8,AMD,Windows,1.75,64755.44640000001,0,1,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,AMD Radeon RX 550,other
420,Lenovo,2 in 1 Convertible,16,Nvidia,Windows,2.0,101178.72,1,1,0,0,1,0,282.42399616439724,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
421,Chuwi,Notebook,6,Intel,Windows,1.4,23922.72,0,1,0,0,0,1,267.3384360344031,0.0,0.0,64.0,0.0,Intel Celeron,other,other
422,HP,Notebook,8,Intel,Windows,2.31,76030.56,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,other
423,Asus,Notebook,8,Nvidia,Linux/Android/others,2.3,31808.16,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i3,other,Nvidia GeForce 940MX
424,Dell,Gaming,16,Nvidia,Windows,4.42,149130.72,0,1,0,0,0,0,169.78089942830815,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
425,Dell,Gaming,8,Nvidia,Windows,2.62,61751.52,0,1,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050 Ti
426,Dell,Notebook,8,AMD,Windows,2.02,60867.072,0,0,1,0,0,0,141.21199808219862,256.0,2048.0,0.0,0.0,Intel Core i7,AMD Radeon 530,other
427,Dell,Ultrabook,8,Intel,Linux/Android/others,1.6,58554.72,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,other,other
428,HP,Gaming,12,Nvidia,Windows,3.35,106506.72,0,0,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
429,Mediacom,2 in 1 Convertible,4,Intel,Windows,1.16,15930.72,1,1,1,0,0,0,189.90579052433606,32.0,0.0,0.0,0.0,Intel Celeron,other,other
430,Samsung,Netbook,4,Intel,Linux/Android/others,1.15,14332.32,0,0,0,0,0,0,135.0942111925629,0.0,0.0,16.0,0.0,Intel Celeron,other,other
431,Lenovo,Notebook,8,Intel,Windows,1.4,53812.8,0,1,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,other,other
432,Lenovo,Notebook,4,Intel,Windows,1.7,31914.72,0,1,1,0,0,0,157.3505121487356,128.0,0.0,0.0,0.0,Intel Core i3,other,other
433,Lenovo,Workstation,16,Nvidia,Windows,2.3,130269.6,0,1,0,0,1,0,282.42399616439724,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 940MX
434,Lenovo,Notebook,16,Nvidia,Windows,2.5,130482.72,0,0,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M2200M
435,Asus,Gaming,8,AMD,Windows,3.2,90309.6,0,0,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,AMD,AMD Radeon RX 580,other
436,HP,Notebook,4,Intel,Windows,2.1,18488.16,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Celeron,other,other
437,Google,Ultrabook,16,Intel,Linux/Android/others,1.1,117162.72,1,0,0,0,0,0,234.50740003017813,512.0,0.0,0.0,0.0,Intel Core i7,other,other
438,Lenovo,Ultrabook,24,Intel,Windows,1.32,126912.96,0,0,0,0,0,0,209.8006828649808,512.0,0.0,0.0,0.0,Intel Core i7,other,other
439,Asus,Notebook,4,Intel,Linux/Android/others,2.0,29783.52,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,other
440,Lenovo,Notebook,8,AMD,Windows,2.8,27652.32,0,0,0,0,0,0,106.11306214269258,0.0,1024.0,0.0,0.0,AMD,AMD Radeon R4,other
441,Dell,Notebook,4,AMD,Windows,2.2,39906.72,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,AMD Radeon 530,other
442,Lenovo,Ultrabook,8,Intel,Windows,1.36,76137.12,0,1,1,0,0,0,176.23257360658386,256.0,0.0,0.0,0.0,Intel Core i5,other,other
443,Lenovo,Notebook,4,Intel,Windows,2.2,18594.72,0,0,1,0,0,0,141.21199808219862,128.0,0.0,0.0,0.0,Other Intel,other,other
444,HP,Gaming,8,Nvidia,Windows,2.2,58554.72,0,1,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
445,Dell,Notebook,8,Nvidia,Windows,1.64,62817.12,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce 930MX
446,Acer,Notebook,4,Intel,Linux/Android/others,2.4,23539.104,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i5,other,other
447,Dell,Workstation,8,Nvidia,Windows,2.23,106187.04,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,64.0,0.0,Other Intel,other,Nvidia Quadro M620
448,MSI,Gaming,8,Nvidia,Windows,2.2,54757.9872,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1050
449,Microsoft,Ultrabook,16,Intel,Windows,1.25,137941.91999999998,1,0,0,0,0,0,200.84255993695703,512.0,0.0,0.0,0.0,Intel Core i7,other,other
450,HP,Notebook,8,Intel,Windows,1.91,31381.92,0,0,0,0,0,0,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i5,other,other
451,Dell,Workstation,16,Nvidia,Windows,2.17,105228.0,0,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M620
452,HP,Workstation,8,Intel,Windows,2.31,81731.52,0,1,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,other
453,Lenovo,Notebook,8,Intel,Windows,1.65,71661.59999999999,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
454,Dell,Notebook,8,AMD,Windows,2.36,52161.12,0,0,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i7,AMD Radeon 530,other
455,Dell,2 in 1 Convertible,4,Intel,Windows,1.47,25521.12,1,0,0,0,0,0,135.0942111925629,0.0,500.0,0.0,0.0,Other Intel,other,other
456,Dell,Notebook,8,Nvidia,Windows,4.42,109010.88,0,1,1,0,0,0,127.33567457123111,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1060
457,Microsoft,Ultrabook,4,Intel,Windows,1.252,52693.92,1,0,0,0,0,0,200.84255993695703,128.0,0.0,0.0,0.0,Other Intel,other,other
458,Microsoft,Ultrabook,8,Intel,Windows,1.25,95850.72,1,0,0,0,0,0,200.84255993695703,256.0,0.0,0.0,0.0,Intel Core i7,other,other
459,HP,Notebook,8,Intel,Windows,2.5,34093.872,0,0,0,0,0,0,106.11306214269258,256.0,0.0,0.0,0.0,Intel Core i3,other,other
460,Acer,Notebook,4,Nvidia,Windows,2.23,28984.32,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i3,other,Nvidia GeForce 940MX
461,Acer,Netbook,4,Intel,Windows,1.4,23176.8,0,0,0,0,0,0,135.0942111925629,128.0,0.0,0.0,0.0,Intel Celeron,other,other
462,Asus,Notebook,8,Intel,Windows,2.37,39906.72,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
463,Lenovo,Notebook,8,AMD,Linux/Android/others,1.5,42570.72,0,1,1,0,0,0,157.3505121487356,512.0,0.0,0.0,0.0,Intel Core i7,AMD Radeon R7 M460,other
464,Lenovo,Notebook,8,Nvidia,Windows,2.67,111355.2,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M2200M
465,Asus,Notebook,4,Intel,Windows,2.0,16197.12,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Other Intel,other,other
466,Acer,Notebook,4,Nvidia,Windows,2.2,24988.32,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i3,other,Nvidia GeForce GTX 940MX
467,Dell,Notebook,8,AMD,Windows,2.02,40439.52,0,0,1,0,0,0,141.21199808219862,0.0,2048.0,0.0,0.0,Intel Core i5,AMD Radeon 530,other
468,HP,Gaming,12,Nvidia,Windows,3.78,90522.72,0,1,1,0,0,0,127.33567457123111,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1060
469,Lenovo,Ultrabook,12,Intel,Windows,1.4,98994.24,0,1,0,1,0,0,209.8006828649808,256.0,0.0,0.0,0.0,Intel Core i7,other,other
470,HP,2 in 1 Convertible,8,Intel,Windows,1.29,106506.72,1,1,0,0,1,0,331.2642361026012,512.0,0.0,0.0,0.0,Intel Core i7,other,other
471,HP,Notebook,8,AMD,Windows,1.9,61485.12,0,0,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,AMD FirePro W4190M ,other
472,Google,Ultrabook,8,Intel,Linux/Android/others,1.1,67932.0,1,0,0,0,0,0,234.50740003017813,128.0,0.0,0.0,0.0,Intel Core i5,other,other
473,Dell,Ultrabook,8,Intel,Windows,1.42,98133.768,1,0,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,other,other
474,Asus,Notebook,12,Intel,Windows,2.06,69210.72,0,1,0,0,1,0,282.42399616439724,128.0,1024.0,0.0,0.0,Intel Core i7,other,other
475,Dell,Notebook,8,Intel,Windows,1.79,39427.2,0,0,0,0,0,0,111.93520355955211,128.0,0.0,0.0,0.0,Intel Core i3,other,other
476,Dell,Workstation,8,Nvidia,Windows,1.78,128298.24,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M1200
477,Lenovo,Notebook,8,Intel,Windows,1.7,72673.92,0,0,1,0,0,0,157.3505121487356,180.0,0.0,0.0,0.0,Intel Core i5,other,other
478,Dell,Notebook,8,AMD,Windows,2.2,35964.0,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,AMD Radeon 520,other
479,Toshiba,Notebook,8,Intel,Windows,1.05,89084.16,0,1,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,other,other
480,Dell,Notebook,8,Nvidia,Windows,2.16,67239.36,0,1,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 940MX
481,Dell,Notebook,4,Intel,Windows,2.18,31254.048,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i3,other,other
482,HP,Notebook,4,Intel,Windows,1.49,38681.28,0,1,1,0,0,0,165.6321180513006,128.0,0.0,0.0,0.0,Intel Core i5,other,other
483,Chuwi,Notebook,4,Intel,Windows,1.89,13261.392000000002,0,0,1,0,0,0,141.21199808219862,0.0,0.0,64.0,0.0,Other Intel,other,other
484,Lenovo,Notebook,4,Intel,Windows,2.3,30103.2,0,0,0,0,0,0,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i3,other,other
485,Lenovo,Notebook,8,Intel,Windows,1.75,55890.72,0,1,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
486,Dell,Workstation,16,Nvidia,Windows,2.17,124568.64,0,1,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M620
487,Dell,Notebook,16,Nvidia,Windows,2.06,101178.72,0,0,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
488,Lenovo,Ultrabook,16,Intel,Windows,1.36,95797.44,0,1,1,0,0,0,176.23257360658386,512.0,0.0,0.0,0.0,Intel Core i7,other,other
489,Asus,Ultrabook,16,Intel,Windows,0.91,103896.0,0,0,1,0,0,0,176.23257360658386,512.0,0.0,0.0,0.0,Intel Core i7,other,other
490,Lenovo,Notebook,8,Nvidia,Windows,2.3,53918.82719999999,0,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce 940MX
491,Toshiba,Ultrabook,32,Intel,Windows,1.05,149130.72,1,0,1,0,0,0,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,other,other
492,Asus,Gaming,8,Nvidia,Windows,1.99,71928.0,0,0,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
493,Acer,Notebook,8,AMD,Windows,2.2,30849.12,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,AMD,AMD Radeon RX 540,other
494,Asus,Gaming,24,Nvidia,Windows,4.33,67612.31999999999,1,1,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 965M
495,Lenovo,Ultrabook,8,Intel,Windows,1.3,58554.72,0,1,0,0,0,0,125.36742798669837,180.0,0.0,0.0,0.0,Intel Core i5,other,other
496,Lenovo,Notebook,8,Intel,Windows,2.17,47893.39199999999,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,other
497,HP,Notebook,8,Intel,Windows,1.48,93186.72,0,0,1,0,0,0,157.3505121487356,1024.0,0.0,0.0,0.0,Intel Core i7,other,other
498,Lenovo,Notebook,8,Intel,Windows,1.4,50562.72,0,1,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i3,other,other
499,Lenovo,Notebook,8,Intel,Windows,2.3,48538.08,0,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,other
500,Asus,Netbook,4,Intel,Windows,1.2,18115.2,0,0,0,0,0,0,135.0942111925629,0.0,0.0,64.0,0.0,Intel Celeron,other,other
501,HP,Notebook,8,AMD,Windows,1.91,32979.7872,0,0,0,0,0,0,100.45466986113651,256.0,0.0,0.0,0.0,Intel Core i5,AMD Radeon 520,other
502,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.4,85194.72,1,1,1,0,0,0,158.48253022174808,256.0,0.0,0.0,0.0,Intel Core i5,other,other
503,Lenovo,Notebook,4,Intel,Windows,2.1,15930.72,0,0,0,0,0,0,111.93520355955211,0.0,500.0,0.0,0.0,Intel Celeron,other,other
504,Lenovo,Netbook,4,Intel,Linux/Android/others,1.25,14119.2,0,0,0,0,0,0,135.0942111925629,16.0,0.0,0.0,0.0,Intel Celeron,other,other
505,Lenovo,Notebook,8,Intel,Windows,1.44,50562.72,0,0,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,other,other
506,Asus,Notebook,8,Intel,Windows,2.0,65214.72,0,0,1,0,0,0,141.21199808219862,256.0,1024.0,0.0,0.0,Intel Core i7,other,other
507,Acer,Notebook,4,Nvidia,Windows,2.2,32660.64,0,1,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce MX150
508,HP,Ultrabook,8,Intel,Windows,1.34,70489.44,0,1,1,0,0,0,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,other,other
509,Lenovo,Gaming,8,Nvidia,Linux/Android/others,2.4,61218.72,0,1,1,0,0,0,141.21199808219862,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1060
510,Dell,Ultrabook,8,Intel,Windows,1.29,47898.72,1,1,1,0,0,0,165.6321180513006,128.0,0.0,0.0,0.0,Intel Core i5,other,other
511,Acer,Notebook,4,Nvidia,Windows,2.2,34045.92,0,0,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 940MX
512,Dell,Notebook,8,Intel,Windows,2.18,44542.08,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
513,Dell,Notebook,16,AMD,Windows,2.2,64961.10719999999,0,0,1,0,0,0,141.21199808219862,256.0,2048.0,0.0,0.0,Intel Core i7,AMD Radeon 530,other
514,Xiaomi,Notebook,16,Nvidia,Linux/Android/others,1.95,74589.336,0,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce MX150
515,Asus,Netbook,2,Intel,Windows,1.1,13053.6,0,0,0,0,0,0,135.0942111925629,0.0,0.0,32.0,0.0,Intel Celeron,other,other
516,HP,Notebook,4,Intel,Windows,2.04,27783.9216,1,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
517,Asus,Gaming,24,Nvidia,Windows,2.24,158135.04,0,0,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX1080
518,HP,Notebook,8,Nvidia,Windows,2.04,47365.92,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce 930MX
519,Asus,Gaming,16,Nvidia,Windows,3.0,80133.12,0,0,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX1050 Ti
520,Lenovo,Gaming,8,Nvidia,Windows,3.2,74538.72,0,1,1,0,0,0,141.21199808219862,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1060
521,HP,Ultrabook,8,Intel,Windows,1.32,74538.72,0,1,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,other,other
522,Dell,Notebook,8,Intel,Windows,1.64,68184.0144,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
523,HP,Notebook,4,Intel,Windows,1.63,36709.92,0,0,0,0,0,0,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i3,other,other
524,Dell,Notebook,8,AMD,Linux/Android/others,2.8,47365.92,0,1,1,0,0,0,127.33567457123111,128.0,1024.0,0.0,0.0,Intel Core i5,AMD Radeon 530,other
525,Lenovo,Notebook,8,Intel,Windows,2.02,71395.2,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
526,Lenovo,Notebook,4,Nvidia,Windows,2.2,42570.72,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 920MX
527,Lenovo,Notebook,8,Nvidia,Linux/Android/others,2.2,24455.52,0,0,0,0,0,0,100.45466986113651,0.0,2048.0,0.0,0.0,Intel Core i3,other,Nvidia GeForce 920MX 
528,Dell,Notebook,4,AMD,Windows,2.3,31168.8,0,0,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,AMD Radeon R5 M430,other
529,Dell,Notebook,8,Intel,Windows,1.9,73366.56,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,other
